chain_start_vm_ip	chain_source_entry	chain_missing_successor_vm_ip	chain_bridge_class	chain_path	chain_step_count	step_index	step_vm_ip	step_source_entry	step_role	step_bridge_action	step_bridge_class	first_hop_kind	first_hop_vm_ip	first_hop_delta	first_hop_target_entry	following_residual_start	terminal_dest_vm_ip	terminal_dest_block	terminal_dest_entry	primary_vs_focused_first_hop	replay_c_shape	promotion_blocker
0x12906f	278	0x129079	sequence_chain_to_recovered_context_reentry	0x12906f -> 0x17452e -> 0x122e3c	3	0	0x12906f	278	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x17452a	+0x4b4bb	123	0x17452e	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_278(vm); next_entry=123; first_hop=0x17452a; vm_ip=0x17452e; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x12906f	278	0x129079	sequence_chain_to_recovered_context_reentry	0x12906f -> 0x17452e -> 0x122e3c	3	1	0x17452e	299	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x122e38	-0x516f6	174	0x122e3c	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=174; first_hop=0x122e38; vm_ip=0x122e3c; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x12906f	278	0x129079	sequence_chain_to_recovered_context_reentry	0x12906f -> 0x17452e -> 0x122e3c	3	2	0x122e3c	299	context_reentry_terminal_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x2c0468	+0x19d62c	165		0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=165; first_hop=0x2c0468; vm_ip=-; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17452e	299	0x174534	sequence_chain_to_recovered_context_reentry	0x17452e -> 0x122e3c	2	0	0x17452e	299	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x122e38	-0x516f6	174	0x122e3c	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=174; first_hop=0x122e38; vm_ip=0x122e3c; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17452e	299	0x174534	sequence_chain_to_recovered_context_reentry	0x17452e -> 0x122e3c	2	1	0x122e3c	299	context_reentry_terminal_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x2c0468	+0x19d62c	165		0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=165; first_hop=0x2c0468; vm_ip=-; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17a420	175	0x17a426	sequence_chain_to_recovered_context_reentry	0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	7	0	0x17a420	175	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x231b70	+0xb7750	174	0x231b74	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_175(vm); next_entry=174; first_hop=0x231b70; vm_ip=0x231b74; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17a420	175	0x17a426	sequence_chain_to_recovered_context_reentry	0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	7	1	0x231b74	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x1ed47f	-0x446f5	161	0x1ed483	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=161; first_hop=0x1ed47f; vm_ip=0x1ed483; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17a420	175	0x17a426	sequence_chain_to_recovered_context_reentry	0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	7	2	0x1ed483	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x1a603d	-0x47446	174	0x1a6041	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=174; first_hop=0x1a603d; vm_ip=0x1a6041; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17a420	175	0x17a426	sequence_chain_to_recovered_context_reentry	0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	7	3	0x1a6041	175	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x12906b	-0x7cfd6	174	0x12906f	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_175(vm); next_entry=174; first_hop=0x12906b; vm_ip=0x12906f; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17a420	175	0x17a426	sequence_chain_to_recovered_context_reentry	0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	7	4	0x12906f	278	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x17452a	+0x4b4bb	123	0x17452e	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_278(vm); next_entry=123; first_hop=0x17452a; vm_ip=0x17452e; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17a420	175	0x17a426	sequence_chain_to_recovered_context_reentry	0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	7	5	0x17452e	299	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x122e38	-0x516f6	174	0x122e3c	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=174; first_hop=0x122e38; vm_ip=0x122e3c; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x17a420	175	0x17a426	sequence_chain_to_recovered_context_reentry	0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	7	6	0x122e3c	299	context_reentry_terminal_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x2c0468	+0x19d62c	165		0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=165; first_hop=0x2c0468; vm_ip=-; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1a6041	175	0x1a6047	sequence_chain_to_recovered_context_reentry	0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	4	0	0x1a6041	175	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x12906b	-0x7cfd6	174	0x12906f	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_175(vm); next_entry=174; first_hop=0x12906b; vm_ip=0x12906f; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1a6041	175	0x1a6047	sequence_chain_to_recovered_context_reentry	0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	4	1	0x12906f	278	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x17452a	+0x4b4bb	123	0x17452e	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_278(vm); next_entry=123; first_hop=0x17452a; vm_ip=0x17452e; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1a6041	175	0x1a6047	sequence_chain_to_recovered_context_reentry	0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	4	2	0x17452e	299	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x122e38	-0x516f6	174	0x122e3c	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=174; first_hop=0x122e38; vm_ip=0x122e3c; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1a6041	175	0x1a6047	sequence_chain_to_recovered_context_reentry	0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	4	3	0x122e3c	299	context_reentry_terminal_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x2c0468	+0x19d62c	165		0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=165; first_hop=0x2c0468; vm_ip=-; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1ed483	195	0x1ed489	sequence_chain_to_recovered_context_reentry	0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	5	0	0x1ed483	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x1a603d	-0x47446	174	0x1a6041	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=174; first_hop=0x1a603d; vm_ip=0x1a6041; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1ed483	195	0x1ed489	sequence_chain_to_recovered_context_reentry	0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	5	1	0x1a6041	175	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x12906b	-0x7cfd6	174	0x12906f	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_175(vm); next_entry=174; first_hop=0x12906b; vm_ip=0x12906f; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1ed483	195	0x1ed489	sequence_chain_to_recovered_context_reentry	0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	5	2	0x12906f	278	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x17452a	+0x4b4bb	123	0x17452e	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_278(vm); next_entry=123; first_hop=0x17452a; vm_ip=0x17452e; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1ed483	195	0x1ed489	sequence_chain_to_recovered_context_reentry	0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	5	3	0x17452e	299	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x122e38	-0x516f6	174	0x122e3c	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=174; first_hop=0x122e38; vm_ip=0x122e3c; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x1ed483	195	0x1ed489	sequence_chain_to_recovered_context_reentry	0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	5	4	0x122e3c	299	context_reentry_terminal_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x2c0468	+0x19d62c	165		0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=165; first_hop=0x2c0468; vm_ip=-; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x2304b8	195	0x2304be	sequence_chain_to_focused_direct_bridge	0x2304b8 -> 0xd1445 -> 0xd5ebc -> 0xdaf39 -> 0x18c467	5	0	0x2304b8	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_focused_direct_bridge	tail	0xd1441	-0x15f077	158	0xd1445	0x334a3d	293	42	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=158; first_hop=0xd1441; vm_ip=0xd1445; terminal=prog_bb_0293@0x334a3d	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x2304b8	195	0x2304be	sequence_chain_to_focused_direct_bridge	0x2304b8 -> 0xd1445 -> 0xd5ebc -> 0xdaf39 -> 0x18c467	5	1	0xd1445	175	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_focused_direct_bridge	tail	0xd5eb8	+0x4a73	123	0xd5ebc	0x334a3d	293	42	focused_first_hop_differs_from_primary_next_hook	op_entry_175(vm); next_entry=123; first_hop=0xd5eb8; vm_ip=0xd5ebc; terminal=prog_bb_0293@0x334a3d	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x2304b8	195	0x2304be	sequence_chain_to_focused_direct_bridge	0x2304b8 -> 0xd1445 -> 0xd5ebc -> 0xdaf39 -> 0x18c467	5	2	0xd5ebc	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_focused_direct_bridge	tail	0xdaf35	+0x5079	184	0xdaf39	0x334a3d	293	42	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=184; first_hop=0xdaf35; vm_ip=0xdaf39; terminal=prog_bb_0293@0x334a3d	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x2304b8	195	0x2304be	sequence_chain_to_focused_direct_bridge	0x2304b8 -> 0xd1445 -> 0xd5ebc -> 0xdaf39 -> 0x18c467	5	3	0xdaf39	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_focused_direct_bridge	tail	0x18c463	+0xb152a	184	0x18c467	0x334a3d	293	42	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=184; first_hop=0x18c463; vm_ip=0x18c467; terminal=prog_bb_0293@0x334a3d	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x2304b8	195	0x2304be	sequence_chain_to_focused_direct_bridge	0x2304b8 -> 0xd1445 -> 0xd5ebc -> 0xdaf39 -> 0x18c467	5	4	0x18c467	195	focused_direct_terminal_step	hard_cfg	hard_focused_direct_bridge_already_promoted	dispatch	0x334a3d	+0x1a85d6	42		0x334a3d	293	42	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=42; first_hop=0x334a3d; vm_ip=-; terminal=prog_bb_0293@0x334a3d	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x231b74	195	0x231b7a	sequence_chain_to_recovered_context_reentry	0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	6	0	0x231b74	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x1ed47f	-0x446f5	161	0x1ed483	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=161; first_hop=0x1ed47f; vm_ip=0x1ed483; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x231b74	195	0x231b7a	sequence_chain_to_recovered_context_reentry	0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	6	1	0x1ed483	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x1a603d	-0x47446	174	0x1a6041	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=174; first_hop=0x1a603d; vm_ip=0x1a6041; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x231b74	195	0x231b7a	sequence_chain_to_recovered_context_reentry	0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	6	2	0x1a6041	175	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x12906b	-0x7cfd6	174	0x12906f	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_175(vm); next_entry=174; first_hop=0x12906b; vm_ip=0x12906f; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x231b74	195	0x231b7a	sequence_chain_to_recovered_context_reentry	0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	6	3	0x12906f	278	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x17452a	+0x4b4bb	123	0x17452e	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_278(vm); next_entry=123; first_hop=0x17452a; vm_ip=0x17452e; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x231b74	195	0x231b7a	sequence_chain_to_recovered_context_reentry	0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	6	4	0x17452e	299	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x122e38	-0x516f6	174	0x122e3c	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=174; first_hop=0x122e38; vm_ip=0x122e3c; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x231b74	195	0x231b7a	sequence_chain_to_recovered_context_reentry	0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	6	5	0x122e3c	299	context_reentry_terminal_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x2c0468	+0x19d62c	165		0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=165; first_hop=0x2c0468; vm_ip=-; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x333bc9	195	0x333bcf	sequence_chain_to_focused_direct_bridge	0x333bc9 -> 0x33a6cc	2	0	0x333bc9	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_focused_direct_bridge	tail	0x33a6c8	+0x6aff	176	0x33a6cc	0x33b647	324	42	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=176; first_hop=0x33a6c8; vm_ip=0x33a6cc; terminal=prog_bb_0324@0x33b647	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x333bc9	195	0x333bcf	sequence_chain_to_focused_direct_bridge	0x333bc9 -> 0x33a6cc	2	1	0x33a6cc	299	focused_direct_terminal_step	hard_cfg	hard_focused_direct_bridge_already_promoted	dispatch	0x33b647	+0xf7b	42		0x33b647	324	42	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=42; first_hop=0x33b647; vm_ip=-; terminal=prog_bb_0324@0x33b647	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x33710f	299	0x337115	sequence_chain_to_focused_direct_bridge	0x33710f -> 0x333bc9 -> 0x33a6cc	3	0	0x33710f	299	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_focused_direct_bridge	tail	0x333bc5	-0x354a	174	0x333bc9	0x33b647	324	42	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=174; first_hop=0x333bc5; vm_ip=0x333bc9; terminal=prog_bb_0324@0x33b647	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x33710f	299	0x337115	sequence_chain_to_focused_direct_bridge	0x33710f -> 0x333bc9 -> 0x33a6cc	3	1	0x333bc9	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_focused_direct_bridge	tail	0x33a6c8	+0x6aff	176	0x33a6cc	0x33b647	324	42	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=176; first_hop=0x33a6c8; vm_ip=0x33a6cc; terminal=prog_bb_0324@0x33b647	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x33710f	299	0x337115	sequence_chain_to_focused_direct_bridge	0x33710f -> 0x333bc9 -> 0x33a6cc	3	2	0x33a6cc	299	focused_direct_terminal_step	hard_cfg	hard_focused_direct_bridge_already_promoted	dispatch	0x33b647	+0xf7b	42		0x33b647	324	42	focused_first_hop_differs_from_primary_next_hook	op_entry_299(vm); next_entry=42; first_hop=0x33b647; vm_ip=-; terminal=prog_bb_0324@0x33b647	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x33d2d9	195	0x33d2df	sequence_chain_to_focused_direct_bridge	0x33d2d9 -> 0x31f2b1	2	0	0x33d2d9	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_focused_direct_bridge	tail	0x31f2ad	-0x1e02c	184	0x31f2b1	0x33f278	340	323	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=184; first_hop=0x31f2ad; vm_ip=0x31f2b1; terminal=prog_bb_0340@0x33f278	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x33d2d9	195	0x33d2df	sequence_chain_to_focused_direct_bridge	0x33d2d9 -> 0x31f2b1	2	1	0x31f2b1	195	focused_direct_terminal_step	hard_cfg	hard_focused_direct_bridge_already_promoted	dispatch	0x33f278	+0x1ffc7	323		0x33f278	340	323	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=323; first_hop=0x33f278; vm_ip=-; terminal=prog_bb_0340@0x33f278	chains into a focused direct bridge but the first hop is an indirect tail-site sequence
0x3655e4	195	0x3655ea	sequence_chain_to_recovered_context_reentry	0x3655e4 -> 0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	8	0	0x3655e4	195	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x17a41c	-0x1eb1c8	161	0x17a420	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_195(vm); next_entry=161; first_hop=0x17a41c; vm_ip=0x17a420; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
0x3655e4	195	0x3655ea	sequence_chain_to_recovered_context_reentry	0x3655e4 -> 0x17a420 -> 0x231b74 -> 0x1ed483 -> 0x1a6041 -> 0x12906f -> 0x17452e -> 0x122e3c	8	1	0x17a420	175	residual_chain_step	disabled_observed_chain_bridge	sequence_chain_to_recovered_context_reentry	tail	0x231b70	+0xb7750	174	0x231b74	0x2c0468	214	165	focused_first_hop_differs_from_primary_next_hook	op_entry_175(vm); next_entry=174; first_hop=0x231b70; vm_ip=0x231b74; terminal=prog_bb_0214@0x2c0468	sequence-only indirect tail evidence
