family_id	synthetic_start_vm_ip	source_entry	run_dir	event_line	event_site	event_count	event_target_entry	seed_quality	handler_native_entry	ret_patch_formula	ret_patch_kind	operand_bytes	event_operand_u32_0	family_operand_u32_0	event_operand_u16_4	family_operand_u16_4	event_operand_u32_6	family_operand_u32_6	operand_match	event_image_base	event_image_base_source	event_image_base_crosscheck	ret_patch_base	ret_patch_base_source	ret_patch_base_matches_event_base	stack_write_rsp	stack_write_offset	stack_write_addr	stack_write_addr2	patched_ret_runtime	patched_ret_eac_off	patched_ret_section	patched_ret_file_bytes16	patched_ret_text_class	patched_ret2_runtime	patched_ret2_eac_off	patched_ret2_section	patched_ret2_file_bytes16	patched_ret2_text_class	dynamic_next_source_entry	dynamic_next_source_start_vm_ip	dynamic_next_end_vm_ip	observed_first_hop_vm_ip	terminal_dest_vm_ip	next_event_kind	next_event_vm_ip	next_event_target_entry	next_relation	ret_patch_relation	ret_patch2_relation	interpretation
ufam_06	0x1ed483	195	dumps/vmtail-live-residual-targets	4080	0x99b3a	34	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	f97a03008000	0x37af9	0x37af9	0x80	0x80			yes	0x787fe4000000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x787fe4000000,table_minus_table_off:0x787fe4000000,frame_minus_frame_off:0x787fe4000000,target_minus_target_off:0x787fe4000000	0x787fe4000000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffcf9f68758	0x80	0x7ffcf9f687d8		0x787fe4037af9	0x37af9	.text	88c988d288db88d288db88c988c088c0	inside_text						310	0x121ed0	0x121ed4	0x1a603d	0x2c0468	tail	0x1a603d	174	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_06	0x1ed483	195	dumps/vmtail-state-residual-targets	4056	0x99b3a	10	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	f97a03008000	0x37af9	0x37af9	0x80	0x80			yes	0x70acd7a00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x70acd7a00000,table_minus_table_off:0x70acd7a00000,frame_minus_frame_off:0x70acd7a00000,target_minus_target_off:0x70acd7a00000	0x70acd7a00000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffebb7d9e18	0x80	0x7ffebb7d9e98		0x70acd7a37af9	0x37af9	.text	88c988d288db88d288db88c988c088c0	inside_text						310	0x121ed0	0x121ed4	0x1a603d	0x2c0468	tail	0x1a603d	174	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_07	0x2304b8	195	dumps/vmtail-fakenet-w16	90168	0x9d961	89488	195	frame_only_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	7b4d04008000	0x44d7b	0x44d7b	0x80	0x80			yes	0x7f225ba00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x7f225ba00000,table_minus_table_off:0x7f225ba00000,frame_minus_frame_off:0x7f225ba00000,target_minus_target_off:0x7f225ba00000	0x7f225ba00000	inferred_vm_ip_minus_vm_ip_off	yes		0x80			0x7f225ba44d7b	0x44d7b	.text	88c088db88c088d288d288c988d288db	inside_text						169	0xd100c	0xd1010	0xd1441	0x334a3d	tail	0xd1010	165	next_event_differs_from_family_chain	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_07	0x2304b8	195	dumps/vmtail-live-residual-targets	687	0x9d961	6	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	7b4d04008000	0x44d7b	0x44d7b	0x80	0x80			yes	0x787fe4000000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x787fe4000000,table_minus_table_off:0x787fe4000000,frame_minus_frame_off:0x787fe4000000,target_minus_target_off:0x787fe4000000	0x787fe4000000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffcf9f682e0	0x80	0x7ffcf9f68360		0x787fe4044d7b	0x44d7b	.text	88c088db88c088d288d288c988d288db	inside_text						169	0xd100c	0xd1010	0xd1441	0x334a3d	tail	0xd1441	158	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_08	0x231b74	195	dumps/vmtail-live-residual-targets	4077	0x9c08c	32	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	c6f105008000	0x5f1c6	0x5f1c6	0x80	0x80			yes	0x787fe4000000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x787fe4000000,table_minus_table_off:0x787fe4000000,frame_minus_frame_off:0x787fe4000000,target_minus_target_off:0x787fe4000000	0x787fe4000000	inferred_vm_ip_minus_vm_ip_off	yes	0x787fe3ffed28	0x80	0x787fe3ffeda8		0x787fe405f1c6	0x5f1c6	.text	88d288d288c988c988c988db88db88c0	inside_text						169	0x121c8d	0x121c91	0x1ed47f	0x2c0468	tail	0x1ed47f	161	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_08	0x231b74	195	dumps/vmtail-state-residual-targets	4053	0x9c08c	8	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	c6f105008000	0x5f1c6	0x5f1c6	0x80	0x80			yes	0x70acd7a00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x70acd7a00000,table_minus_table_off:0x70acd7a00000,frame_minus_frame_off:0x70acd7a00000,target_minus_target_off:0x70acd7a00000	0x70acd7a00000	inferred_vm_ip_minus_vm_ip_off	yes	0x70acd79fed28	0x80	0x70acd79feda8		0x70acd7a5f1c6	0x5f1c6	.text	88d288d288c988c988c988db88db88c0	inside_text						169	0x121c8d	0x121c91	0x1ed47f	0x2c0468	tail	0x1ed47f	161	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_09	0x333bc9	195	dumps/vmtail-fakenet-w16	154308	0x9c08c	153616	195	frame_only_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	d84807008000	0x748d8	0x748d8	0x80	0x80			yes	0x7f225ba00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x7f225ba00000,table_minus_table_off:0x7f225ba00000,frame_minus_frame_off:0x7f225ba00000,target_minus_target_off:0x7f225ba00000	0x7f225ba00000	inferred_vm_ip_minus_vm_ip_off	yes		0x80			0x7f225ba748d8	0x748d8	.text	88db88db88db88db88c088d288db88c0	inside_text						169	0x31e249	0x31e24d	0x33a6c8	0x33b647	tail	0x31e24d	165	next_event_differs_from_family_chain	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_09	0x333bc9	195	dumps/vmtail-live-residual-targets	711	0x9c08c	18	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	d84807008000	0x748d8	0x748d8	0x80	0x80			yes	0x787fe4000000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x787fe4000000,table_minus_table_off:0x787fe4000000,frame_minus_frame_off:0x787fe4000000,target_minus_target_off:0x787fe4000000	0x787fe4000000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffcf9f68648	0x80	0x7ffcf9f686c8		0x787fe40748d8	0x748d8	.text	88db88db88db88db88c088d288db88c0	inside_text						169	0x31e249	0x31e24d	0x33a6c8	0x33b647	tail	0x33a6c8	176	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_11	0x33d2d9	195	dumps/vmtail-fakenet-w16	164850	0x9c3f4	164150	195	frame_only_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	884f07008000	0x74f88	0x74f88	0x80	0x80			yes	0x7f225ba00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x7f225ba00000,table_minus_table_off:0x7f225ba00000,frame_minus_frame_off:0x7f225ba00000,target_minus_target_off:0x7f225ba00000	0x7f225ba00000	inferred_vm_ip_minus_vm_ip_off	yes		0x80			0x7f225ba74f88	0x74f88	.text	88c988c088c988db88c988d288c088c9	inside_text						169	0x31e623	0x31e627	0x31f2ad	0x33f278	tail	0x31e627	165	next_event_differs_from_family_chain	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_11	0x33d2d9	195	dumps/vmtail-live-residual-targets	723	0x9c3f4	22	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	884f07008000	0x74f88	0x74f88	0x80	0x80			yes	0x787fe4000000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x787fe4000000,table_minus_table_off:0x787fe4000000,frame_minus_frame_off:0x787fe4000000,target_minus_target_off:0x787fe4000000	0x787fe4000000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffcf9f686a8	0x80	0x7ffcf9f68728		0x787fe4074f88	0x74f88	.text	88c988c088c988db88c988d288c088c9	inside_text						169	0x31e623	0x31e627	0x31f2ad	0x33f278	tail	0x31f2ad	184	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_12	0x3655e4	195	dumps/vmtail-live-residual-targets	4066	0x992ca	28	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	bd7907008000	0x779bd	0x779bd	0x80	0x80			yes	0x787fe4000000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x787fe4000000,table_minus_table_off:0x787fe4000000,frame_minus_frame_off:0x787fe4000000,target_minus_target_off:0x787fe4000000	0x787fe4000000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffcf9f68718	0x80	0x7ffcf9f68798		0x787fe40779bd	0x779bd	.text	88db88c088c988c088c988c988c988db	inside_text						310	0x11dcff	0x11dd03	0x17a41c	0x2c0468	tail	0x17a41c	161	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_12	0x3655e4	195	dumps/vmtail-state-residual-targets	4042	0x992ca	4	195	full_gpr_snapshot	0x9fb50	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	bd7907008000	0x779bd	0x779bd	0x80	0x80			yes	0x70acd7a00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x70acd7a00000,table_minus_table_off:0x70acd7a00000,frame_minus_frame_off:0x70acd7a00000,target_minus_target_off:0x70acd7a00000	0x70acd7a00000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffebb7d9dd8	0x80	0x7ffebb7d9e58		0x70acd7a779bd	0x779bd	.text	88db88c088c988c088c988c988c988db	inside_text						310	0x11dcff	0x11dd03	0x17a41c	0x2c0468	tail	0x17a41c	161	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_05	0x12906f	278	dumps/vmtail-live-residual-targets	4086	0x9c08c	38	278	full_gpr_snapshot	0xb2342	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_6; *(uint64_t *)(rsp + u16_4 + 8) = frame_qword_0xbb + u32_0; ret	double_stack_return	b2b51500800010c00600	0x15b5b2	0x15b5b2	0x80	0x80	0x6c010	0x6c010	yes	0x787fe4000000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x787fe4000000,table_minus_table_off:0x787fe4000000,frame_minus_frame_off:0x787fe4000000,target_minus_target_off:0x787fe4000000	0x787fe4000000	inferred_vm_ip_minus_vm_ip_off	yes	0x787fe3ffe5f0	0x80	0x787fe3ffe670	0x787fe3ffe678	0x787fe406c010	0x6c010	.text	415455534881eca006000048897c2408	inside_text	0x787fe415b5b2	0x15b5b2	.text	9c4883ec08558f0424555d5648bea900	inside_text	310	0x172d62	0x172d66	0x17452a	0x2c0468	tail	0x17452a	123	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip	native_ret_patch_text_offset_not_vm_ip	sampled_native_double_return_patch_controls_hidden_text_reentry
ufam_05	0x12906f	278	dumps/vmtail-state-residual-targets	4062	0x9c08c	14	278	full_gpr_snapshot	0xb2342	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_6; *(uint64_t *)(rsp + u16_4 + 8) = frame_qword_0xbb + u32_0; ret	double_stack_return	b2b51500800010c00600	0x15b5b2	0x15b5b2	0x80	0x80	0x6c010	0x6c010	yes	0x70acd7a00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x70acd7a00000,table_minus_table_off:0x70acd7a00000,frame_minus_frame_off:0x70acd7a00000,target_minus_target_off:0x70acd7a00000	0x70acd7a00000	inferred_vm_ip_minus_vm_ip_off	yes	0x70acd79fe5f0	0x80	0x70acd79fe670	0x70acd79fe678	0x70acd7a6c010	0x6c010	.text	415455534881eca006000048897c2408	inside_text	0x70acd7b5b5b2	0x15b5b2	.text	9c4883ec08558f0424555d5648bea900	inside_text	310	0x172d62	0x172d66	0x17452a	0x2c0468	tail	0x17452a	123	next_event_is_observed_first_hop	native_ret_patch_text_offset_not_vm_ip	native_ret_patch_text_offset_not_vm_ip	sampled_native_double_return_patch_controls_hidden_text_reentry
ufam_00	0x122e3c	299	dumps/vmtail-residual-122e3c-context	4050	0x9c08c	2	299	full_gpr_snapshot	0xb6bba	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	09d402008000	0x2d409	0x2d409	0x80	0x80			yes	0x760e40a00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x760e40a00000,table_minus_table_off:0x760e40a00000,frame_minus_frame_off:0x760e40a00000,target_minus_target_off:0x760e40a00000	0x760e40a00000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffd418adeb8	0x80	0x7ffd418adf38		0x760e40a2d409	0x2d409	.text	88c988d288c988db88c988c088db88d2	inside_text						169	0x2c0464	0x2c0468	0x2c0468	0x2c0468	tail	0x2c0468	165	next_event_is_terminal_reentry	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_00	0x122e3c	299	dumps/vmtail-residual-122e3c-context-postcall	4050	0x9c08c	2	299	full_gpr_snapshot	0xb6bba	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	09d402008000	0x2d409	0x2d409	0x80	0x80			yes	0x706c54a00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x706c54a00000,table_minus_table_off:0x706c54a00000,frame_minus_frame_off:0x706c54a00000,target_minus_target_off:0x706c54a00000	0x706c54a00000	postcall_map_frame_plus_0xbb:vmtail-residual-122e3c-context-postcall	yes	0x7ffcd1740798	0x80	0x7ffcd1740818		0x706c54a2d409	0x2d409	.text	88c988d288c988db88c988c088db88d2	inside_text						169	0x2c0464	0x2c0468	0x2c0468	0x2c0468	tail	0x2c0468	165	next_event_is_terminal_reentry	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_00	0x122e3c	299	dumps/vmtail-state-residual-targets	4066	0x9c08c	18	299	full_gpr_snapshot	0xb6bba	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	09d402008000	0x2d409	0x2d409	0x80	0x80			yes	0x70acd7a00000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x70acd7a00000,table_minus_table_off:0x70acd7a00000,frame_minus_frame_off:0x70acd7a00000,target_minus_target_off:0x70acd7a00000	0x70acd7a00000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffebb7d9ed8	0x80	0x7ffebb7d9f58		0x70acd7a2d409	0x2d409	.text	88c988d288c988db88c988c088db88d2	inside_text						169	0x2c0464	0x2c0468	0x2c0468	0x2c0468				no_following_event_in_run	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
ufam_00	0x17452e	299	dumps/vmtail-live-residual-targets	4088	0x91e7f	40	299	full_gpr_snapshot	0xb6bba	*(uint64_t *)(rsp + u16_4) = frame_qword_0xbb + u32_0; ret	single_stack_return	eb1303008000	0x313eb	0x313eb	0x80	0x80			yes	0x787fe4000000	vm_ip_minus_vm_ip_off	vm_ip_minus_vm_ip_off:0x787fe4000000,table_minus_table_off:0x787fe4000000,frame_minus_frame_off:0x787fe4000000,target_minus_target_off:0x787fe4000000	0x787fe4000000	inferred_vm_ip_minus_vm_ip_off	yes	0x7ffcf9f68758	0x80	0x7ffcf9f687d8		0x787fe40313eb	0x313eb	.text	88c988db88c088d288d288d288db88d2	inside_text						310	0x2bff9a	0x2bff9e	0x122e38	0x2c0468				no_following_event_in_run	native_ret_patch_text_offset_not_vm_ip		sampled_native_return_patch_controls_hidden_text_reentry
