source_entry	source_target	count	unique_vm_ips	top_sites	top_targets	top_ip_deltas	top_w0	top_w1	top_w2	top_w3	top_w4	top_w5
248	0xac110	20	7	tail@0xac43d:20	258@0xadf2c:9,168@0x9aa83:4,189@0x9e7af:2,157@0x98a9a:2,124@0x91e81:1	+0x4:20	0x428c:9,0xf9bc:4,0xfe00:2,0x8233:2,0x33bd:1	0x835d:9,0xd9de:4,0xdbd8:2,0x68:2,0xa52:1	0x3737:9,0xb4d0:4,0x7560:2,0xb8de:2,0x91c1:1	0xd37e:9,0xae4d:4,0xe34:2,0x4286:2,0x5b3c:1	0x8a92:9,0x3d48:4,0x8391:2,0xad9b:2,0x1be9:1	0xa657:9,0xad0c:4,0x923:2,0x200:2,0xfa80:1
210	0xa2da3	15	13	tail@0xa35dd:15	354@0xc2241:7,171@0x9b4b3:6,165@0x9a24c:2	+0x30:4,+0x28b:3,+0x60:3,+0x288:2,+0x670:1	0x72:3,0x15b:2,0x9d:1,0xfe:1,0x2b:1	0x66ca:3,0x3719:1,0xd4d7:1,0x1e8:1,0x7afc:1	0x68:3,0xac5b:3,0x931:2,0x4742:1,0xde3a:1	0x8a0c:3,0x8383:1,0x820:1,0x1063:1,0xf0:1	0x620c:3,0x1e8:2,0x397e:1,0x6d1c:1,0x3748:1	0x1e8:4,0x68b:1,0x90f:1,0xf7df:1,0xf01c:1
87	0x8a49e	12	3	tail@0x8aa11:12	257@0xadbfd:4,108@0x8f24b:4,256@0xad849:4	+0x5:12	0x67:4,0x3b8c:4,0xd8d5:4	0x2745:4,0x8a29:4,0x679a:4	0x3f88:4,0xaad0:4,0xd476:4	0xd04:4,0xf85d:4,0xa783:4	0x9afd:4,0x6c0b:4,0xe914:4	0x8403:4,0x3eea:4,0x4c8:4
153	0x979ab	10	2	tail@0x97ce3:10	144@0x95887:5,173@0x9ba74:5	+0x5:10	0x9b3f:5,0x96f:5	0x88fb:5,0x8187:5	0xb23a:5,0x3f1:5	0x5835:5,0x1e8:5	0xc47b:5,0x8cef:5	0xacc0:5,0x490e:5
240	0xa9cf7	7	2	tail@0xa9ff7:7	173@0x9ba74:5,108@0x8f24b:2	+0x5:7	0x8a4f:5,0x1f90:2	0x17d4:5,0x95f4:2	0x68:5,0xb467:2	0xf9df:5,0x820:2	0x68:5,0x15db:2	0xd900:5,0xc30f:2
357	0xc29cf	6	2	tail@0xc2d35:6	352@0xc1ec4:3,144@0x95887:3	+0x5:6	0x46a:3,0x90e7:3	0x4397:3,0x3b90:3	0x8fd8:3,0xc0d2:3	0x90c:3,0xeb96:3	0x72f0:3,0x6314:3	0xf8d:3,0xe810:3
359	0xc3406	6	2	tail@0xc3716:6	108@0x8f24b:4,160@0x994cf:2	+0x5:6	0x80bb:4,0x2cb1:2	0x5e8:4,0xf95:2	0x77ee:4,0xf163:2	0xec53:4,0x1083:2	0xc89b:4,0x1e8:2	0xb289:4,0x78b0:2
225	0xa6af9	6	1	tail@0xa6e53:6	144@0x95887:6	+0x5:6	0x9e67:6	0xbeed:6	0x486f:6	0x3ab0:6	0x9eac:6	0x1e8:6
86	0x8a37f	5	2	tail@0x8a49b:5	310@0xb8556:4,169@0x9af18:1	+0x4:5	0x1e8:4,0xa5:1	0xa5:4,0x1e8:1	0x42:4,0xc4:1	0x9831:4,0x6e4f:1	0x763a:4,0xf45c:1	0x9919:4,0x221b:1
130	0x931d3	5	2	tail@0x937cd:5	144@0x95887:4,198@0xa037e:1	+0x5:5	0x985f:4,0x17ea:1	0x5513:4,0x39b1:1	0x5848:4,0xb5a:1	0x5f3a:4,0xe80e:1	0x8b00:4,0xf301:1	0xcb:4,0x5bc2:1
13	0x7aee8	5	2	tail@0x7b3bb:5	256@0xad849:4,257@0xadbfd:1	+0x5:5	0x1779:4,0xb317:1	0x4f97:4,0x4a15:1	0x68:4,0x8efa:1	0xfd53:4,0x5586:1	0xcc36:4,0xe8aa:1	0xfce8:4,0x8e01:1
187	0x9e07d	5	1	tail@0x9e333:5	173@0x9ba74:5	+0x5:5	0x8273:5	0x162:5	0x0:5	0x40:5	0x8000:5	0xd7:5
267	0xafa1f	4	1	tail@0xb0005:4	144@0x95887:4	+0x5:4	0x9aef:4	0xc0da:4	0x2e95:4	0xd6df:4	0x5339:4	0xe807:4
214	0xa3fe9	4	1	tail@0xa4606:4	257@0xadbfd:4	+0x5:4	0xb507:4	0xe7ce:4	0x9fb:4	0x4a2:4	0xe1b6:4	0x1e8:4
231	0xa799b	4	1	tail@0xa7ef6:4	198@0xa037e:4	+0x5:4	0x642:4	0xd12b:4	0x68:4	0xe348:4	0x68:4	0xac92:4
36	0x800a1	4	1	tail@0x80682:4	108@0x8f24b:4	+0x5:4	0x6f3b:4	0xf3d1:4	0x3d72:4	0xf5b7:4	0x68:4	0xa10:4
313	0xb8b42	4	1	tail@0xb8fcc:4	352@0xc1ec4:4	+0x5:4	0xf4be:4	0x4d57:4	0x9d2:4	0xa445:4	0xea72:4	0x6df1:4
221	0xa5889	4	1	tail@0xa5f3a:4	256@0xad849:4	+0x5:4	0x24be:4	0x5669:4	0x6b2a:4	0x68fa:4	0x2300:4	0x6811:4
195	0x9fb50	3	3	dispatch@0xc80b9:3	310@0xb8556:2,86@0x8a37f:1	-0x2306:1,-0x542a:1,-0x8c8e:1	0x1e8:2,0x136:1	0x0:1,0xab:1,0xa5:1	0x1e8:1,0xc7:1,0x14d:1	0xa5:1,0x4ef7:1,0xe973:1	0x42:1,0xfc3a:1,0x99:1	0x9831:1,0x9194:1,0xe957:1
42	0x815ea	3	3	tail@0x8173b:3	169@0x9af18:2,310@0xb8556:1	+0x4:3	0x162:2,0x1e8:1	0x1e8:2,0x162:1	0x154:1,0x2b:1,0x42:1	0xec4:1,0x7ee5:1,0x93b1:1	0x99:2,0xf13a:1	0x352:1,0x13d4:1,0xfc64:1
9	0x79da3	3	1	tail@0x7a04c:3	256@0xad849:3	+0x5:3	0x3dbd:3	0x12d7:3	0x8c2a:3	0xb0f1:3	0x1dd3:3	0xaecb:3
209	0xa2935	2	2	tail@0xa2da1:2	257@0xadbfd:1,352@0xc1ec4:1	+0x5:2	0xf5cf:1,0xdb1a:1	0x70a6:1,0xd9e:1	0xce69:1,0xb2:1	0x388c:1,0x9df9:1	0x4801:1,0xfdb:1	0xe82e:1,0x458:1
241	0xa9ffa	2	2	tail@0xaa87a:2	333@0xbd8af:1,66@0x855ff:1	+0xd:2	0xf9db:1,0x518e:1	0x68:1,0x6712:1	0xc904:1,0x13f3:1	0x3e86:1,0x5000:1	0x670:1,0xeb2c:1	0x1e8:1,0x4f9b:1
136	0x9461b	2	1	tail@0x94970:2	198@0xa037e:2	+0x5:2	0xa46f:2	0x608e:2	0x5a3a:2	0xf43:2	0x1e8:2	0x6fff:2
31	0x7ecd2	2	1	tail@0x7efa6:2	352@0xc1ec4:2	+0x5:2	0x9f2:2	0xed12:2	0x3ed:2	0x68bb:2	0xc400:2	0x3589:2
299	0xb6bba	2	2	dispatch@0xc80b9:2	169@0x9af18:1,310@0xb8556:1	-0x7fe6:1,-0xcf8b:1	0xab:1,0x1e8:1	0x1e8:1,0x162:1	0x9d:1,0x10c:1	0xd56f:1,0x1c4a:1	0x99:1,0x6576:1	0x810:1,0x3eea:1
112	0x8faec	2	2	tail@0x9026c:2	108@0x8f24b:1,160@0x994cf:1	+0x5:2	0x7a4b:1,0x2eb0:1	0x5b8:1,0x90bf:1	0xe8c5:1,0x935:1	0x2601:1,0x69c2:1	0x2307:1,0x3aa6:1	0xb309:1,0x6fab:1
69	0x85f24	2	1	dispatch@0xc80b9:2	310@0xb8556:2	+0xd:2	0x1e8:2	0xa5:2	0x1c:2	0x200:2	0x7a10:2	0x184b:2
35	0x7fd4d	1	1	tail@0x8009e:1	256@0xad849:1	+0x5:1	0x4408:1	0x9a6:1	0xe9a6:1	0x778:1	0x3ab1:1	0x81a1:1
285	0xb3ff4	1	1	tail@0xb42df:1	160@0x994cf:1	+0x5:1	0x2c18:1	0xd027:1	0xdfa5:1	0xb170:1	0xd5b0:1	0xf5d3:1
101	0x8ceb4	1	1	tail@0x8d71b:1	199@0xa0631:1	+0xd:1	0x468e:1	0x407:1	0xd257:1	0x8e29:1	0x8cbb:1	0x59a5:1
85	0x89b37	1	1	tail@0x8a37d:1	64@0x85059:1	+0xd:1	0x33cb:1	0xfd07:1	0x7c97:1	0x63d8:1	0x7f0:1	0xd01:1
284	0xb379b	1	1	tail@0xb3ff1:1	239@0xa991e:1	+0xd:1	0xd9f8:1	0xb700:1	0x8592:1	0xac6f:1	0x107:1	0x5e8:1
54	0x837cb	1	1	tail@0x83b3d:1	256@0xad849:1	+0x5:1	0xa621:1	0xd69c:1	0xccc7:1	0x753:1	0x1e8:1	0x3170:1
78	0x883c0	1	1	dispatch@0xc80b9:1	310@0xb8556:1	+0xd:1	0x1e8:1	0xa5:1	0x15b:1	0x3278:1	0x962:1	0x155c:1
314	0xb8fcf	1	1	tail@0xb944f:1	189@0x9e7af:1	+0xa:1	0xc8dd:1	0xe768:1	0xa3e7:1	0x1be:1	0xa100:1	0x3d01:1
323	0xbb6e6	1	1	tail@0xbb8a8:1	310@0xb8556:1	+0x4:1	0x1e8:1	0x162:1	0x9d:1	0xd7ff:1	0x99:1	0xae:1
175	0x9c08f	1	1	dispatch@0xcdac7:1	310@0xb8556:1	+0x2cef7:1	0x1e8:1	0xab:1	0x154:1	0x15cc:1	0x99:1	0x4c8a:1
276	0xb1b2d	1	1	tail@0xb1fd3:1	157@0x98a9a:1	+0xa:1	0xce83:1	0x1be:1	0x8a36:1	0x2e:1	0x79da:1	0x13d:1
142	0x953b1	1	1	tail@0x957d6:1	83@0x8947b:1	+0xa:1	0xc9f:1	0x3d00:1	0x2601:1	0x14f4:1	0x1205:1	0xf32f:1
358	0xc2d37	1	1	tail@0xc3403:1	144@0x95887:1	+0x5:1	0x9acf:1	0xe9ea:1	0xdf3d:1	0xfe70:1	0x3558:1	0x139d:1
229	0xa71fe	1	1	tail@0xa757c:1	352@0xc1ec4:1	+0x5:1	0xf9f6:1	0xd49e:1	0xbaea:1	0x1c2c:1	0xaf2:1	0x7f0:1
259	0xae332	1	1	tail@0xae909:1	28@0x7e390:1	+0xa:1	0x5e8:1	0x618b:1	0xa0d5:1	0x91e5:1	0xc26a:1	0x81cd:1
188	0x9e336	1	1	tail@0x9e7ac:1	173@0x9ba74:1	+0x5:1	0x89bf:1	0x9af1:1	0xcb3a:1	0x238e:1	0x302:1	0x5688:1
