family_id	synthetic_start_vm_ip	source_entry	run_dir	seed_quality	live_status	live_table_status	live_table_diagnosis	live_table_offset	live_table_entry	live_table_site	live_table_operand	absolute_file_off	section	region	alignment	nearest_dispatch_entry	nearest_dispatch_entry_delta	dispatch_slot_entry	file_bytes16	file_qword_le	file_qword_class	file_qword_dispatch_entry	runtime_dump_dir	runtime_map_file	runtime_map_perms	runtime_va	runtime_bytes16	runtime_matches_file	runtime_qword_le	runtime_qword_class	runtime_qword_eac_off	runtime_qword_dispatch_entry	runtime_qword_section	next_relation	next_event_vm_ip	next_event_target_entry	observed_first_hop_vm_ip	terminal_dest_vm_ip	live_path_hash	branch_resolution	evidence_class
ufam_00	0x17452e	299	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x8144		0xb7066	r12, qword ptr [r14]	0xcb85c	.text	after_dispatch_table	4	4136	4		81c34634be7d488b04244883c40841c1	0x8b487dbe3446c381	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54acb85c	81c34634be7d488b04244883c40841c1	yes	0x8b487dbe3446c381	non_pointer_bytes				no_following_event_in_run			0x122e38	0x2c0468	745a7b95e00833b1	branch_unknown_removed	post_table_code_byte_read
ufam_00	0x17452e	299	dumps/vmtail-state-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x8144		0xb7066	r12, qword ptr [r14]	0xcb85c	.text	after_dispatch_table	4	4136	4		81c34634be7d488b04244883c40841c1	0x8b487dbe3446c381	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54acb85c	81c34634be7d488b04244883c40841c1	yes	0x8b487dbe3446c381	non_pointer_bytes				next_event_is_observed_first_hop	0x122e38	174	0x122e38	0x2c0468	745a7b95e00833b1	branch_unknown_removed	post_table_code_byte_read
ufam_01	0x17a420	175	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0xc62		0x9c3d3	r13, qword ptr [r9]	0xc437a	.text	after_dispatch_table	2	396	2		2bc0066802d1677968cdf2c956558f04	0x7967d1026806c02b	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac437a	2bc0066802d1677968cdf2c956558f04	yes	0x7967d1026806c02b	non_pointer_bytes				next_event_is_observed_first_hop	0x231b70	174	0x231b70	0x2c0468	b375be1a950bc98f	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_01	0x17a420	175	dumps/vmtail-state-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0xc62		0x9c3d3	r13, qword ptr [r9]	0xc437a	.text	after_dispatch_table	2	396	2		2bc0066802d1677968cdf2c956558f04	0x7967d1026806c02b	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac437a	2bc0066802d1677968cdf2c956558f04	yes	0x7967d1026806c02b	non_pointer_bytes				next_event_is_observed_first_hop	0x231b70	174	0x231b70	0x2c0468	b375be1a950bc98f	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_01	0x1a6041	175	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0xe281		0x9c3d3	r13, qword ptr [r9]	0xd1999	.text	after_dispatch_table	1	7248	1		013a2cae6786093a848890200c52e801	0x3a098667ae2c3a01	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ad1999	013a2cae6786093a848890200c52e801	yes	0x3a098667ae2c3a01	non_pointer_bytes				next_event_is_observed_first_hop	0x12906b	174	0x12906b	0x2c0468	bbe0d482f93ad097	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_01	0x1a6041	175	dumps/vmtail-state-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0xe281		0x9c3d3	r13, qword ptr [r9]	0xd1999	.text	after_dispatch_table	1	7248	1		013a2cae6786093a848890200c52e801	0x3a098667ae2c3a01	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ad1999	013a2cae6786093a848890200c52e801	yes	0x3a098667ae2c3a01	non_pointer_bytes				next_event_is_observed_first_hop	0x12906b	174	0x12906b	0x2c0468	bbe0d482f93ad097	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_06	0x1ed483	195	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x40be		0xa0048	r10, qword ptr [rdi]	0xc77d6	.text	after_dispatch_table	6	2071	6		81ea0800000048871424488b24244154	0x874800000008ea81	low32_text_offset		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac77d6	81ea0800000048871424488b24244154	yes	0x874800000008ea81	low32_text_offset	0x8ea81		.text	next_event_is_observed_first_hop	0x1a603d	174	0x1a603d	0x2c0468	44a20faf942e72a8	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_06	0x1ed483	195	dumps/vmtail-state-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x40be		0xa0048	r10, qword ptr [rdi]	0xc77d6	.text	after_dispatch_table	6	2071	6		81ea0800000048871424488b24244154	0x874800000008ea81	low32_text_offset		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac77d6	81ea0800000048871424488b24244154	yes	0x874800000008ea81	low32_text_offset	0x8ea81		.text	next_event_is_observed_first_hop	0x1a603d	174	0x1a603d	0x2c0468	44a20faf942e72a8	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_07	0x2304b8	195	dumps/vmtail-fakenet-w16	frame_only_snapshot	unknown_target	table_oob	table_index_out_of_range	0x71e0	3644	0xa0048	r10, qword ptr [rdi]	0xca8f8	.text	after_dispatch_table	0	3644	0		7ff7d183c10181e9cce6927d81ebcb65	0xe98101c183d1f77f	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54aca8f8	7ff7d183c10181e9cce6927d81ebcb65	yes	0xe98101c183d1f77f	non_pointer_bytes				next_event_differs_from_family_chain	0xd1010	165	0xd1441	0x334a3d	9917c35930d48ca1	branch_unknown_unchanged_zero	table_index_out_of_dispatch_range
ufam_07	0x2304b8	195	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_oob	table_index_out_of_range	0x71e0	3644	0xa0048	r10, qword ptr [rdi]	0xca8f8	.text	after_dispatch_table	0	3644	0		7ff7d183c10181e9cce6927d81ebcb65	0xe98101c183d1f77f	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54aca8f8	7ff7d183c10181e9cce6927d81ebcb65	yes	0xe98101c183d1f77f	non_pointer_bytes				next_event_is_observed_first_hop	0xd1441	158	0xd1441	0x334a3d	9917c35930d48ca1	branch_unknown_unchanged_zero	table_index_out_of_dispatch_range
ufam_08	0x231b74	195	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_oob	table_index_out_of_range	0x69c0	3384	0xa0048	r10, qword ptr [rdi]	0xca0d8	.text	after_dispatch_table	0	3384	0		5e5268445dff795a415041b8fc0afd16	0x5a79ff5d4468525e	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54aca0d8	5e5268445dff795a415041b8fc0afd16	yes	0x5a79ff5d4468525e	non_pointer_bytes				next_event_is_observed_first_hop	0x1ed47f	161	0x1ed47f	0x2c0468	44a20faf942e72a8	branch_unknown_unchanged_zero	table_index_out_of_dispatch_range
ufam_08	0x231b74	195	dumps/vmtail-state-residual-targets	full_gpr_snapshot	unknown_target	table_oob	table_index_out_of_range	0x69c0	3384	0xa0048	r10, qword ptr [rdi]	0xca0d8	.text	after_dispatch_table	0	3384	0		5e5268445dff795a415041b8fc0afd16	0x5a79ff5d4468525e	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54aca0d8	5e5268445dff795a415041b8fc0afd16	yes	0x5a79ff5d4468525e	non_pointer_bytes				next_event_is_observed_first_hop	0x1ed47f	161	0x1ed47f	0x2c0468	44a20faf942e72a8	branch_unknown_unchanged_zero	table_index_out_of_dispatch_range
ufam_09	0x333bc9	195	dumps/vmtail-fakenet-w16	frame_only_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x48e2		0xa0048	r10, qword ptr [rdi]	0xc7ffa	.text	after_dispatch_table	2	2332	2		2449ba08000000000000004d01d7415a	0x8ba4924	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac7ffa	2449ba08000000000000004d01d7415a	yes	0x8ba4924	non_pointer_bytes				next_event_differs_from_family_chain	0x31e24d	165	0x33a6c8	0x33b647	9917c35930d48ca1	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_09	0x333bc9	195	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x48e2		0xa0048	r10, qword ptr [rdi]	0xc7ffa	.text	after_dispatch_table	2	2332	2		2449ba08000000000000004d01d7415a	0x8ba4924	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac7ffa	2449ba08000000000000004d01d7415a	yes	0x8ba4924	non_pointer_bytes				next_event_is_observed_first_hop	0x33a6c8	176	0x33a6c8	0x33b647	9917c35930d48ca1	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_10	0x33710f	299	dumps/vmtail-fakenet-w16	frame_only_snapshot	unknown_target	table_oob	table_index_out_of_range	0x8548	4265	0xb7066	r12, qword ptr [r14]	0xcbc60	.text	after_dispatch_table	0	4265	0		057f7feb7b480500dcd76f482d22ecfe	0x5487beb7f7f05	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54acbc60	057f7feb7b480500dcd76f482d22ecfe	yes	0x5487beb7f7f05	non_pointer_bytes				next_event_differs_from_family_chain	0x31e060	165	0x333bc5	0x33b647	b75ed1b046c72a97	branch_unknown_still_same	table_index_out_of_dispatch_range
ufam_10	0x33710f	299	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_oob	table_index_out_of_range	0x8548	4265	0xb7066	r12, qword ptr [r14]	0xcbc60	.text	after_dispatch_table	0	4265	0		057f7feb7b480500dcd76f482d22ecfe	0x5487beb7f7f05	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54acbc60	057f7feb7b480500dcd76f482d22ecfe	yes	0x5487beb7f7f05	non_pointer_bytes				next_event_is_observed_first_hop	0x333bc5	174	0x333bc5	0x33b647	833b04476f7a3399	branch_unknown_removed	table_index_out_of_dispatch_range
ufam_11	0x33d2d9	195	dumps/vmtail-fakenet-w16	frame_only_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x31e2		0xa0048	r10, qword ptr [rdi]	0xc68fa	.text	after_dispatch_table	2	1596	2		01c34881c3a8c2fc7c48010bff34245b	0xfcc2a8c38148c301	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac68fa	01c34881c3a8c2fc7c48010bff34245b	yes	0xfcc2a8c38148c301	non_pointer_bytes				next_event_differs_from_family_chain	0x31e627	165	0x31f2ad	0x33f278	44a20faf942e72a8	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_11	0x33d2d9	195	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x31e2		0xa0048	r10, qword ptr [rdi]	0xc68fa	.text	after_dispatch_table	2	1596	2		01c34881c3a8c2fc7c48010bff34245b	0xfcc2a8c38148c301	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac68fa	01c34881c3a8c2fc7c48010bff34245b	yes	0xfcc2a8c38148c301	non_pointer_bytes				next_event_is_observed_first_hop	0x31f2ad	184	0x31f2ad	0x33f278	44a20faf942e72a8	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_12	0x3655e4	195	dumps/vmtail-live-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x29c3		0xa0048	r10, qword ptr [rdi]	0xc60db	.text	after_dispatch_table	3	1336	3		244883c408684199214e508f04245458	0x99416808c4834824	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac60db	244883c408684199214e508f04245458	yes	0x99416808c4834824	non_pointer_bytes				next_event_is_observed_first_hop	0x17a41c	161	0x17a41c	0x2c0468	44a20faf942e72a8	branch_unknown_unchanged_zero	post_table_code_byte_read
ufam_12	0x3655e4	195	dumps/vmtail-state-residual-targets	full_gpr_snapshot	unknown_target	table_read	misaligned_or_non_qword_table_read	0x29c3		0xa0048	r10, qword ptr [rdi]	0xc60db	.text	after_dispatch_table	3	1336	3		244883c408684199214e508f04245458	0x99416808c4834824	non_pointer_bytes		dumps/vmtail-residual-122e3c-context-postcall	postcall_map_706c54a01000_706c5503d000_rwxp_off_1000.bin	rwxp	0x706c54ac60db	244883c408684199214e508f04245458	yes	0x99416808c4834824	non_pointer_bytes				next_event_is_observed_first_hop	0x17a41c	161	0x17a41c	0x2c0468	44a20faf942e72a8	branch_unknown_unchanged_zero	post_table_code_byte_read
