block	start	end	size	events	unique_start_ips	unique_sources	top_sources	top_targets	top_deltas	byte_statuses
106	0x30fc6f	0x30fd84	0x115	73	73	33	258:5,168:5,157:4,346:4,185:4,28:3,203:3,18:3	258:5,168:5,157:4,346:4,185:4,28:3,203:3,18:3	+0x4:52,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:73
107	0x30fd95	0x30ff42	0x1ad	114	114	53	199:6,114:6,185:5,189:5,174:5,28:4,337:4,258:4	199:6,114:6,185:5,189:5,174:5,28:4,337:4,258:4	+0x4:62,+0x3:27,+0x5:10,+0x2:10,+0x6:5	exact:114
108	0x30ff4c	0x310212	0x2c6	189	189	66	114:12,199:10,28:7,337:7,297:7,157:7,18:7,347:7	114:12,199:10,28:7,337:7,297:7,157:7,18:7,347:7	+0x4:116,+0x3:44,+0x2:12,+0x5:12,+0x6:5	exact:189
109	0x31021c	0x31043c	0x220	145	145	51	337:10,18:7,114:6,66:6,64:6,307:6,189:5,185:5	337:10,18:7,114:6,66:6,64:6,307:6,189:5,185:5	+0x4:95,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:145
110	0x310446	0x31070f	0x2c9	189	189	70	189:10,18:9,199:9,185:8,340:7,114:7,64:7,315:6	189:10,18:9,199:9,185:8,340:7,114:7,64:7,315:6	+0x4:113,+0x3:44,+0x5:15,+0x2:12,+0x6:5	exact:189
111	0x310719	0x3109c8	0x2af	182	182	62	215:9,340:9,189:8,297:8,18:8,347:8,337:6,20:6	215:9,340:9,189:8,297:8,18:8,347:8,337:6,20:6	+0x4:109,+0x3:43,+0x5:14,+0x2:11,+0x6:5	exact:182
112	0x3109d2	0x310c9b	0x2c9	1529	190	64	340:99,337:73,28:63,215:60,189:58,66:57,307:56,158:56	340:99,337:73,28:63,215:60,189:58,66:57,307:56,158:56	+0x4:869,+0x3:369,+0x2:130,+0x5:117,+0x6:44	exact:1529
113	0x310ca5	0x310dba	0x115	1022	73	33	114:84,307:84,26:56,168:56,203:42,215:42,243:42,66:42	114:84,307:84,26:56,168:56,203:42,215:42,243:42,66:42	+0x4:728,+0x3:238,+0x5:28,+0x2:14,+0x6:14	exact:1022
114	0x310dca	0x310ee6	0x11c	1064	76	37	340:84,114:70,184:70,185:56,337:56,18:56,347:42,28:42	340:84,114:70,184:70,185:56,337:56,18:56,347:42,28:42	+0x4:644,+0x3:280,+0x5:56,+0x2:56,+0x6:28	exact:1064
115	0x310ef0	0x311159	0x269	2296	164	58	297:112,307:112,258:98,28:98,337:98,340:84,347:70,189:70	297:112,307:112,258:98,28:98,337:98,340:84,347:70,189:70	+0x4:1442,+0x3:560,+0x5:126,+0x2:112,+0x6:56	exact:2296
116	0x311163	0x31139b	0x238	2114	151	55	337:112,185:98,18:98,340:98,215:84,258:84,43:70,114:70	337:112,185:98,18:98,340:98,215:84,258:84,43:70,114:70	+0x4:1358,+0x3:532,+0x2:84,+0x5:84,+0x6:56	exact:2114
117	0x3113a5	0x3115dd	0x238	2114	151	55	189:140,28:126,340:112,307:98,337:98,215:98,333:70,258:70	189:140,28:126,340:112,307:98,337:98,215:98,333:70,258:70	+0x4:1358,+0x3:532,+0x2:84,+0x5:84,+0x6:56	exact:2114
118	0x3115e7	0x31181f	0x238	2114	151	54	347:154,185:84,297:84,340:84,43:84,114:84,307:84,258:70	347:154,185:84,297:84,340:84,43:84,114:84,307:84,258:70	+0x4:1358,+0x3:532,+0x2:84,+0x5:84,+0x6:56	exact:2114
119	0x311829	0x311a61	0x238	2114	151	54	258:112,18:112,189:98,64:98,114:84,185:84,199:84,337:70	258:112,18:112,189:98,64:98,114:84,185:84,199:84,337:70	+0x4:1358,+0x3:532,+0x2:84,+0x5:84,+0x6:56	exact:2114
120	0x311a6b	0x311ca3	0x238	2114	151	54	337:126,307:112,185:112,114:98,157:98,66:84,340:84,64:84	337:126,307:112,185:112,114:98,157:98,66:84,340:84,64:84	+0x4:1358,+0x3:532,+0x2:84,+0x5:84,+0x6:56	exact:2114
121	0x311cad	0x311f5f	0x2b2	2562	183	64	66:182,347:112,258:112,185:98,189:98,307:98,18:98,64:98	66:182,347:112,258:112,185:98,189:98,307:98,18:98,64:98	+0x4:1568,+0x3:602,+0x2:154,+0x5:154,+0x6:84	exact:2562
122	0x311f69	0x312230	0x2c7	2498	189	65	258:117,337:105,28:94,307:93,64:92,215:92,340:81,172:67	258:117,337:105,28:94,307:93,64:92,215:92,340:81,172:67	+0x4:1525,+0x3:582,+0x5:169,+0x2:157,+0x6:65	exact:2498
123	0x31223a	0x31245a	0x220	1885	145	52	114:130,340:104,287:91,347:91,307:91,18:91,215:78,28:78	114:130,340:104,287:91,347:91,307:91,18:91,215:78,28:78	+0x4:1235,+0x3:481,+0x2:65,+0x5:65,+0x6:39	exact:1885
124	0x312464	0x312684	0x220	1885	145	50	64:169,185:91,333:78,340:78,172:78,28:78,66:65,215:65	64:169,185:91,333:78,340:78,172:78,28:78,66:65,215:65	+0x4:1235,+0x3:481,+0x2:65,+0x5:65,+0x6:39	exact:1885
125	0x31268e	0x31285b	0x1cd	1586	122	42	337:104,215:78,258:78,199:78,66:78,28:65,347:65,114:52	337:104,215:78,258:78,199:78,66:78,28:65,347:65,114:52	+0x4:1079,+0x3:429,+0x6:39,+0x5:26,+0x2:13	exact:1586
126	0x312868	0x31297d	0x115	949	73	34	305:78,64:78,333:65,168:52,189:39,28:39,196:39,307:39	305:78,64:78,333:65,168:52,189:39,28:39,196:39,307:39	+0x4:676,+0x3:221,+0x5:26,+0x2:13,+0x6:13	exact:949
127	0x3129aa	0x312ae4	0x13a	1092	84	40	114:78,337:78,28:65,184:65,215:52,307:52,199:39,347:39	114:78,337:78,28:65,184:65,215:52,307:52,199:39,347:39	+0x4:611,+0x3:286,+0x2:78,+0x5:78,+0x6:39	exact:1092
128	0x312aee	0x312cc6	0x1d8	1638	126	43	258:130,18:78,337:78,176:78,64:65,307:65,215:65,114:65	258:130,18:78,337:78,176:78,64:65,307:65,215:65,114:65	+0x4:1118,+0x3:442,+0x2:26,+0x6:26,+0x5:26	exact:1638
129	0x312cd0	0x312f1c	0x24c	2041	157	58	114:117,28:104,258:104,185:91,199:78,337:78,297:78,189:65	114:117,28:104,258:104,185:91,199:78,337:78,297:78,189:65	+0x4:1313,+0x3:507,+0x2:91,+0x5:91,+0x6:39	exact:2041
130	0x312f26	0x31315f	0x239	1963	151	51	64:104,28:104,258:104,185:91,297:91,114:91,333:78,20:78	64:104,28:104,258:104,185:91,297:91,114:91,333:78,20:78	+0x4:1248,+0x3:494,+0x5:91,+0x2:78,+0x6:52	exact:1963
131	0x313169	0x313341	0x1d8	1638	126	43	347:117,114:91,185:91,297:65,307:65,33:65,28:65,189:65	347:117,114:91,185:91,297:65,307:65,33:65,28:65,189:65	+0x4:1118,+0x3:442,+0x2:26,+0x6:26,+0x5:26	exact:1638
132	0x31334b	0x3135af	0x264	2119	163	58	64:143,258:130,307:117,161:104,196:91,297:91,185:78,340:78	64:143,258:130,307:117,161:104,196:91,297:91,185:78,340:78	+0x4:1339,+0x3:520,+0x2:104,+0x5:104,+0x6:52	exact:2119
133	0x3135b9	0x3137f2	0x239	1963	151	56	189:117,64:104,199:91,18:78,66:78,114:78,43:65,33:65	189:117,64:104,199:91,18:78,66:78,114:78,43:65,33:65	+0x4:1248,+0x3:494,+0x5:91,+0x2:78,+0x6:52	exact:1963
134	0x3137fc	0x3139d4	0x1d8	1638	126	43	189:104,215:91,114:91,307:78,333:65,337:65,66:65,185:65	189:104,215:91,114:91,307:78,333:65,337:65,66:65,185:65	+0x4:1118,+0x3:442,+0x2:26,+0x6:26,+0x5:26	exact:1638
135	0x3139de	0x313c42	0x264	2119	163	58	337:130,18:130,258:104,174:104,28:91,189:78,203:78,340:65	337:130,18:130,258:104,174:104,28:91,189:78,203:78,340:65	+0x4:1339,+0x3:520,+0x2:104,+0x5:104,+0x6:52	exact:2119
136	0x313c4c	0x313e85	0x239	1963	151	55	258:91,347:91,189:78,66:78,337:65,297:65,203:65,28:65	258:91,347:91,189:78,66:78,337:65,297:65,203:65,28:65	+0x4:1248,+0x3:494,+0x5:91,+0x2:78,+0x6:52	exact:1963
137	0x313e8f	0x314067	0x1d8	1638	126	43	340:104,18:91,114:91,215:78,347:78,189:78,346:65,157:52	340:104,18:91,114:91,215:78,347:78,189:78,346:65,157:52	+0x4:1118,+0x3:442,+0x2:26,+0x6:26,+0x5:26	exact:1638
138	0x314071	0x3142d5	0x264	2119	163	58	347:117,258:117,307:91,346:91,18:91,28:91,199:78,340:78	347:117,258:117,307:91,346:91,18:91,28:91,199:78,340:78	+0x4:1339,+0x3:520,+0x2:104,+0x5:104,+0x6:52	exact:2119
139	0x3142df	0x314518	0x239	1963	151	52	64:117,28:104,337:91,43:78,66:78,18:78,215:65,305:65	64:117,28:104,337:91,43:78,66:78,18:78,215:65,305:65	+0x4:1248,+0x3:494,+0x5:91,+0x2:78,+0x6:52	exact:1963
140	0x314522	0x3146fa	0x1d8	1638	126	44	215:117,26:91,28:91,337:91,64:78,347:65,258:65,307:65	215:117,26:91,28:91,337:91,64:78,347:65,258:65,307:65	+0x4:1118,+0x3:442,+0x2:26,+0x6:26,+0x5:26	exact:1638
141	0x314704	0x314968	0x264	2119	163	55	337:117,307:104,189:104,347:91,66:78,64:78,215:78,340:65	337:117,307:104,189:104,347:91,66:78,64:78,215:78,340:65	+0x4:1339,+0x3:520,+0x2:104,+0x5:104,+0x6:52	exact:2119
142	0x314972	0x314bab	0x239	1963	151	56	258:104,199:104,64:91,215:91,340:78,18:78,28:78,337:78	258:104,199:104,64:91,215:91,340:78,18:78,28:78,337:78	+0x4:1248,+0x3:494,+0x5:91,+0x2:78,+0x6:52	exact:1963
143	0x314bb5	0x314d8d	0x1d8	1638	126	39	347:117,28:104,297:104,337:91,340:78,43:78,66:78,315:65	347:117,28:104,297:104,337:91,340:78,43:78,66:78,315:65	+0x4:1118,+0x3:442,+0x2:26,+0x6:26,+0x5:26	exact:1638
144	0x314d97	0x314ffb	0x264	2119	163	57	114:104,199:91,28:91,196:91,174:91,340:78,337:78,258:78	114:104,199:91,28:91,196:91,174:91,340:78,337:78,258:78	+0x4:1339,+0x3:520,+0x2:104,+0x5:104,+0x6:52	exact:2119
145	0x315005	0x315225	0x220	1885	145	48	307:104,189:104,297:91,199:91,258:91,243:78,26:78,66:78	307:104,189:104,297:91,199:91,258:91,243:78,26:78,66:78	+0x4:1235,+0x3:481,+0x2:65,+0x5:65,+0x6:39	exact:1885
146	0x31522f	0x31547c	0x24d	2041	157	52	18:130,347:104,307:91,114:78,168:78,28:78,189:65,64:65	18:130,347:104,307:91,114:78,168:78,28:78,189:65,64:65	+0x4:1300,+0x3:507,+0x5:104,+0x2:91,+0x6:39	exact:2041
147	0x315486	0x3156c0	0x23a	1976	152	55	258:117,66:104,337:91,185:91,340:91,18:78,243:65,168:65	258:117,66:104,337:91,185:91,340:91,18:78,243:65,168:65	+0x4:1261,+0x3:494,+0x2:91,+0x5:78,+0x6:52	exact:1976
148	0x3156ca	0x3157e1	0x117	949	73	35	305:52,333:52,189:52,157:39,199:39,66:39,346:39,43:39	305:52,333:52,189:52,157:39,199:39,66:39,346:39,43:39	+0x4:663,+0x3:221,+0x6:26,+0x5:26,+0x2:13	exact:949
149	0x31580e	0x31595f	0x151	1183	91	43	340:117,199:65,184:65,174:52,215:52,176:52,307:39,258:39	340:117,199:65,184:65,174:52,215:52,176:52,307:39,258:39	+0x4:663,+0x3:299,+0x2:104,+0x5:78,+0x6:39	exact:1183
150	0x315969	0x315bb5	0x24c	2028	156	58	297:143,258:117,189:117,340:91,185:91,64:78,18:78,307:65	297:143,258:117,189:117,340:91,185:91,64:78,18:78,307:65	+0x4:1300,+0x3:507,+0x5:91,+0x2:78,+0x6:52	exact:2028
151	0x315bbf	0x315cc0	0x101	884	68	31	157:78,18:65,64:52,315:52,189:39,196:39,28:39,33:39	157:78,18:65,64:52,315:52,189:39,196:39,28:39,33:39	+0x4:637,+0x3:208,+0x2:13,+0x6:13,+0x5:13	exact:884
152	0x31aa27	0x31aec3	0x49c	307	307	81	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	+0x4:156,+0x3:62,+0x5:40,+0x2:31,+0x6:18	exact:307
153	0x31aed4	0x31b31b	0x447	328	286	86	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	+0x4:154,+0x3:58,+0x5:51,+0x2:43,+0x6:22	exact:328
154	0x31b331	0x31b343	0x12	35	5	5	258:7,307:7,157:7,290:7,257:7	307:7,157:7,290:7,257:7,308:7	+0x4:14,+0x3:7,+0x5:7,+0x2:7	exact:35
155	0x31b34b	0x31b82c	0x4e1	512	323	82	28:17,168:17,64:16,239:16,198:15,337:15,18:14,160:14	28:17,168:17,64:16,239:16,198:15,337:15,18:14,160:14	+0x4:207,+0x5:105,+0x2:82,+0x3:81,+0x6:37	exact:512
156	0x31b83d	0x31ba35	0x1f8	131	131	62	337:5,307:5,157:5,3:4,144:4,203:4,108:4,180:3	337:5,307:5,157:5,3:4,144:4,203:4,108:4,180:3	+0x4:53,+0x5:29,+0x3:21,+0x2:21,+0x6:7	exact:131
157	0x31ba3d	0x31bbf9	0x1bc	172	115	63	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	+0x4:67,+0x5:36,+0x2:28,+0x3:27,+0x6:14	exact:172
158	0x31bc0a	0x31be7c	0x272	489	163	70	237:21,297:18,256:18,183:15,172:15,199:15,144:15,157:12	237:21,297:18,256:18,183:15,172:15,199:15,144:15,269:12	+0x4:198,+0x5:105,+0x3:81,+0x2:78,+0x6:27	exact:489
159	0x31be84	0x31c005	0x181	143	101	54	168:10,18:10,114:9,171:8,253:8,52:8,215:5,196:4	168:10,18:10,114:9,253:8,52:8,75:8,215:5,196:4	+0x4:58,+0x2:24,+0x5:24,+0x3:23,+0x6:14	exact:143
160	0x31c01b	0x31c02d	0x12	35	5	5	114:7,28:7,268:7,0:7,108:7	28:7,268:7,0:7,108:7,266:7	+0x4:14,+0x3:7,+0x5:7,+0x2:7	exact:35
161	0x31c035	0x31c33a	0x305	272	203	73	18:16,258:12,307:12,340:10,347:9,64:8,176:8,28:7	18:16,258:12,307:12,340:10,347:9,64:8,176:8,28:7	+0x4:135,+0x3:59,+0x5:35,+0x2:30,+0x6:13	exact:272
162	0x31c34b	0x31c596	0x24b	306	153	66	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	+0x4:166,+0x3:60,+0x5:38,+0x2:28,+0x6:14	exact:306
163	0x31c5a7	0x31c79f	0x1f8	131	131	61	64:6,180:5,144:5,18:4,199:4,297:4,3:4,168:4	64:6,180:5,144:5,199:4,297:4,3:4,168:4,30:4	+0x4:53,+0x5:29,+0x3:21,+0x2:21,+0x6:7	exact:131
164	0x31c7a7	0x31c963	0x1bc	172	115	63	66:11,173:11,253:6,220:6,347:6,258:6,124:6,215:5	66:11,173:11,253:6,220:6,347:6,258:6,124:6,215:5	+0x4:67,+0x5:36,+0x2:28,+0x3:27,+0x6:14	exact:172
165	0x31c974	0x31cbe6	0x272	489	163	69	18:21,196:18,66:18,108:18,220:15,114:15,320:15,215:15	18:21,196:18,66:18,108:18,220:15,114:15,320:15,215:15	+0x4:198,+0x5:105,+0x3:81,+0x2:78,+0x6:27	exact:489
166	0x31cbee	0x31cd8c	0x19e	110	110	52	258:7,64:6,20:6,307:5,28:5,199:5,347:4,215:4	258:7,64:6,20:6,307:5,28:5,199:5,347:4,215:4	+0x4:59,+0x3:26,+0x2:10,+0x5:10,+0x6:5	exact:110
167	0x31cd9a	0x31cfb6	0x21c	144	144	52	189:8,114:7,297:7,199:7,66:7,337:6,174:6,347:5	189:8,114:7,297:7,199:7,66:7,337:6,174:6,347:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
168	0x31cfc4	0x31d273	0x2af	182	182	65	189:7,340:7,18:7,347:7,64:6,215:6,28:6,258:6	189:7,340:7,18:7,347:7,64:6,215:6,28:6,258:6	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:182
169	0x31d281	0x31d49d	0x21c	144	144	52	337:8,189:8,18:7,258:7,28:6,196:5,66:5,185:5	337:8,189:8,18:7,258:7,28:6,196:5,66:5,185:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
170	0x31d4ab	0x31d75a	0x2af	182	182	64	340:12,18:8,114:7,307:6,199:6,189:6,297:6,157:5	340:12,18:8,114:7,307:6,199:6,189:6,297:6,157:5	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:182
171	0x31d768	0x31d984	0x21c	144	144	49	337:8,189:8,28:7,18:7,340:6,199:6,215:6,157:5	337:8,189:8,28:7,18:7,340:6,199:6,215:6,157:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
172	0x31d992	0x31dc41	0x2af	182	182	63	28:10,347:10,66:8,258:8,199:7,337:5,43:5,64:5	28:10,347:10,66:8,258:8,199:7,337:5,43:5,64:5	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:182
173	0x31dc4f	0x31dd95	0x146	85	85	37	337:7,33:6,157:4,168:4,26:4,268:4,340:4,189:3	337:7,33:6,157:4,168:4,26:4,268:4,340:4,189:3	+0x4:55,+0x3:19,+0x5:5,+0x2:3,+0x6:3	exact:85
174	0x31df8f	0x31e052	0xc3	53	53	21	174:6,28:4,347:4,189:3,161:3,337:3,20:3,176:3	174:6,28:4,347:4,189:3,161:3,337:3,20:3,176:3	+0x4:34,+0x3:17,+0x2:1,+0x6:1	exact:53
175	0x31e060	0x31e171	0x111	72	72	33	315:6,157:6,196:4,66:4,340:4,305:4,347:4,64:3	315:6,157:6,196:4,66:4,340:4,305:4,347:4,64:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
176	0x31e182	0x31e23f	0xbd	51	51	21	176:5,114:5,64:4,199:3,18:3,161:3,297:3,123:3	176:5,114:5,64:4,18:3,161:3,297:3,123:3,189:3	+0x4:33,+0x3:17,+0x6:1	exact:51
177	0x31e24d	0x31e35e	0x111	72	72	31	18:5,333:4,258:4,337:4,33:4,340:4,346:4,157:3	18:5,333:4,258:4,337:4,33:4,340:4,346:4,157:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
178	0x31e36f	0x31e42c	0xbd	51	51	22	20:5,189:4,66:4,161:4,337:4,258:4,199:3,18:3	20:5,189:4,66:4,161:4,337:4,258:4,199:3,18:3	+0x4:33,+0x3:17,+0x6:1	exact:51
179	0x31e43a	0x31e54b	0x111	72	72	32	168:6,287:5,189:5,64:4,66:4,18:3,333:3,114:3	168:6,287:5,189:5,64:4,66:4,18:3,333:3,114:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
180	0x31e55c	0x31e619	0xbd	51	51	21	20:5,337:5,28:4,174:4,158:4,258:3,66:3,347:3	20:5,337:5,174:4,158:4,258:3,28:3,66:3,347:3	+0x4:33,+0x3:17,+0x6:1	exact:51
181	0x31e627	0x31e738	0x111	72	72	33	297:5,340:5,333:4,28:4,315:3,189:3,346:3,199:3	297:5,340:5,333:4,28:4,315:3,189:3,346:3,199:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
182	0x31e749	0x31e75d	0x14	5	5	5	196:1,253:1,297:1,79:1,198:1	253:1,297:1,79:1,198:1,117:1	+0x4:1,+0x6:1,+0x3:1,+0x5:1,+0x2:1	exact:5
183	0x31e77f	0x31e842	0xc3	51	51	36	144:4,114:3,185:2,91:2,220:2,173:2,347:2,199:2	144:4,114:3,185:2,91:2,220:2,173:2,347:2,199:2	+0x4:21,+0x5:10,+0x3:9,+0x2:8,+0x6:3	exact:51
184	0x31ea5c	0x31ea8c	0x30	13	13	12	268:2,354:1,18:1,64:1,253:1,269:1,144:1,165:1	268:2,18:1,64:1,253:1,269:1,144:1,165:1,340:1	+0x4:5,+0x2:3,+0x3:2,+0x5:2,+0x6:1	exact:13
185	0x31eae4	0x31ec6a	0x186	104	104	49	337:7,297:6,28:5,189:5,340:5,307:4,123:4,157:3	337:7,297:6,28:5,189:5,340:5,307:4,123:4,157:3	+0x4:55,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:104
186	0x31ec78	0x31eead	0x235	150	150	52	64:9,18:7,157:7,307:7,347:7,114:6,161:6,337:5	64:9,18:7,157:7,307:7,347:7,114:6,161:6,337:5	+0x4:95,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:150
187	0x31eebb	0x31f0f0	0x235	150	150	54	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	+0x4:95,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:150
188	0x31f0fe	0x31f2b1	0x1b3	116	116	37	189:8,114:7,215:6,203:5,258:5,347:5,185:5,297:5	189:8,114:7,215:6,203:5,258:5,347:5,185:5,297:5	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
189	0x33170b	0x331945	0x23a	251	149	63	196:22,258:22,199:20,171:18,239:18,122:18,172:6,189:5	196:22,258:22,199:20,239:18,122:18,210:18,172:6,189:5	+0x4:117,+0x3:46,+0x5:32,+0x2:31,+0x6:25	exact:251
190	0x33195b	0x33196d	0x12	85	5	5	340:17,203:17,18:17,0:17,144:17	203:17,18:17,0:17,144:17,308:17	+0x4:34,+0x3:17,+0x5:17,+0x2:17	exact:85
191	0x331975	0x331c7a	0x305	479	203	76	189:31,307:26,28:23,199:20,123:20,347:18,114:18,297:15	189:31,307:26,28:23,199:20,123:20,347:18,114:18,297:15	+0x4:255,+0x3:116,+0x5:47,+0x2:42,+0x6:19	exact:479
192	0x331c8b	0x331e7d	0x1f2	645	129	59	18:40,347:40,157:25,168:25,28:20,268:20,297:20,340:20	18:40,347:40,157:25,168:25,28:20,268:20,297:20,340:20	+0x4:360,+0x3:130,+0x5:70,+0x2:50,+0x6:35	exact:645
193	0x331e8e	0x3320fd	0x26f	648	162	71	196:36,64:24,258:24,173:24,185:20,189:20,180:16,168:16	196:36,64:24,258:24,173:24,189:20,180:16,168:16,215:16	+0x4:264,+0x5:140,+0x3:104,+0x2:104,+0x6:36	exact:648
194	0x332105	0x332469	0x364	229	229	79	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	+0x4:108,+0x3:46,+0x5:36,+0x2:29,+0x6:10	exact:229
195	0x332477	0x3326a9	0x232	150	150	52	114:8,123:8,18:7,64:7,340:6,347:6,199:6,185:5	114:8,123:8,18:7,64:7,340:6,347:6,199:6,185:5	+0x4:97,+0x3:38,+0x2:6,+0x5:6,+0x6:3	exact:150
196	0x3326b7	0x33292f	0x278	168	168	60	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	+0x4:104,+0x3:41,+0x2:9,+0x5:9,+0x6:5	exact:168
197	0x33293d	0x332b71	0x234	150	150	54	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
198	0x332b7f	0x332de3	0x264	162	162	54	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	+0x4:100,+0x3:40,+0x2:8,+0x5:8,+0x6:6	exact:162
199	0x332df1	0x332f80	0x18f	104	104	51	340:6,258:5,215:5,157:5,18:5,172:4,287:4,26:4	340:6,258:5,215:5,157:5,18:5,172:4,287:4,26:4	+0x4:63,+0x3:22,+0x5:9,+0x2:6,+0x6:4	exact:104
200	0x332f90	0x333123	0x193	107	107	45	337:7,64:7,258:6,161:6,144:5,66:5,28:5,18:5	337:7,64:7,161:6,144:5,66:5,28:5,18:5,258:5	+0x4:59,+0x3:25,+0x5:10,+0x2:9,+0x6:4	exact:107
201	0x333131	0x3332c0	0x18f	104	104	50	258:7,185:6,297:6,203:5,33:4,157:4,337:4,28:4	258:7,185:6,297:6,203:5,33:4,157:4,337:4,28:4	+0x4:63,+0x3:22,+0x5:9,+0x2:6,+0x6:4	exact:104
202	0x3332d1	0x3334ac	0x1db	126	126	58	347:8,199:6,18:5,307:5,189:4,160:4,114:4,184:4	347:8,199:6,18:5,307:5,189:4,160:4,114:4,184:4	+0x4:66,+0x3:29,+0x5:14,+0x2:12,+0x6:5	exact:126
203	0x3334ba	0x333722	0x268	164	164	62	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	+0x4:101,+0x3:40,+0x5:10,+0x2:9,+0x6:4	exact:164
204	0x333730	0x33382d	0xfd	67	67	29	337:5,172:4,64:4,287:4,185:3,199:3,33:3,203:3	337:5,172:4,64:4,287:4,185:3,199:3,33:3,203:3	+0x4:48,+0x3:16,+0x2:1,+0x6:1,+0x5:1	exact:67
205	0x333882	0x333a08	0x186	104	104	47	337:6,297:6,184:5,215:5,114:4,66:4,258:4,20:4	337:6,297:6,184:5,215:5,114:4,66:4,258:4,20:4	+0x4:55,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:104
206	0x333a16	0x333bc9	0x1b3	116	116	39	114:6,215:6,33:6,189:6,18:6,185:6,340:5,64:5	114:6,215:6,33:6,189:6,18:6,185:6,340:5,64:5	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
207	0x334a3d	0x334c7b	0x23e	234	150	59	64:20,345:17,185:16,333:16,165:15,52:15,18:8,196:7	64:20,345:17,185:16,333:16,52:15,145:15,18:8,196:7	+0x4:112,+0x3:43,+0x5:29,+0x2:28,+0x6:22	exact:234
208	0x334c91	0x334ca3	0x12	70	5	5	215:14,43:14,64:14,0:14,144:14	43:14,64:14,0:14,144:14,117:14	+0x4:28,+0x3:14,+0x5:14,+0x2:14	exact:70
209	0x334cab	0x33518c	0x4e1	890	323	85	28:29,173:27,347:26,203:25,108:24,340:24,183:23,352:23	28:29,173:27,347:26,203:25,108:24,340:24,183:23,352:23	+0x4:359,+0x5:183,+0x2:142,+0x3:141,+0x6:65	exact:890
210	0x33519c	0x33540c	0x270	486	162	67	108:18,64:15,198:15,185:15,144:15,43:15,199:15,114:15	108:18,64:15,198:15,185:15,144:15,43:15,199:15,114:15	+0x4:201,+0x5:105,+0x2:78,+0x3:75,+0x6:27	exact:486
211	0x335414	0x3355d0	0x1bc	153	115	62	340:8,183:6,49:6,268:6,345:6,66:5,144:5,18:5	340:8,183:6,49:6,268:6,345:6,66:5,144:5,18:5	+0x4:60,+0x5:32,+0x2:25,+0x3:24,+0x6:12	exact:153
212	0x3355e0	0x335853	0x273	326	163	67	307:18,168:14,220:12,28:12,256:10,108:10,173:10,258:10	307:18,168:14,220:12,28:12,256:10,108:10,173:10,258:10	+0x4:134,+0x5:70,+0x2:52,+0x3:52,+0x6:18	exact:326
213	0x33585b	0x3359af	0x154	91	91	43	337:6,340:6,215:5,18:5,28:4,114:4,297:4,158:4	337:6,340:6,215:5,18:5,28:4,114:4,297:4,158:4	+0x4:51,+0x3:23,+0x2:7,+0x5:7,+0x6:3	exact:91
